disks,raid,strip-size,read-policy,write-policy,io-policy,swap-size,disk-size,memory-size,num-cpus,scheduler,block-size,ext4-stride,ext4-stripe-width,ext4-journal-mode,ext4-barrier,ext4-atime,ext4-diratime,ext4-64-bit,ext4-dir-index,ext4-dir-nlink,ext4-extent,ext4-extra-isize,ext4-ext-attr,ext4-filetype,ext4-flex-bg,ext4-flex-bg-num-groups,ext4-huge-file,ext4-sparse-super2,ext4-mmp,ext4-resize-inode,ext4-sparse-super,ext4-uninit-bg,ext4-inode-size,ext4-inode-ratio,ext4-num-backup-sb,ext4-packed-meta-blocks,ext4-acl,ext4-inode-allocator,ext4-user-xattr,ext4-journal-commit-interval,ext4-journal-checksum-async-commit,ext4-delalloc,ext4-max-batch-time,ext4-min-batch-time,ext4-journal-ioprio,ext4-auto-da-alloc,ext4-discard,ext4-dioread-lock,ext4-i-version,kernel-vm-dirty-ratio,kernel-vm-dirty-background-ratio,kernel-vm-swappiness,kernel-read-ahead,kernel-fs-read-ahead,kernel-dev-ncq,ext4-bh,kernel-vm-vfs-cache-pressure,kernel-vm-dirty-expire-centisecs,kernel-vm-dirty-writeback-centisecs,kernel-vm-extfrag-threshold,kernel-vm-hugepages-treas-as-movable,kernel-vm-laptop-mode,kernel-vm-overcommit-memory,kernel-vm-overcommit-ratio,kernel-vm-percpu-pagelist-fraction,kernel-vm-zone-reclaim-mode
4,raid10,512,ahead,write-back,direct,4,128,16384,2,noop,2048,128,1024,journal_data_writeback,no_barrier,noatime,diratime,no_64bit,no_dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,no_filetype,flex_bg,64,huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,uninit_bg,256,16384,1,packed_meta_blocks,acl,oldalloc,user_xattr,3,no_journal_checksum,nodelalloc,30000,3800,2,noauto_da_alloc,nodiscard,dioread_lock,noi_version,2,4,95,8,131072,4,bh,333,3000,1000,800,1,1000,2,32,64,5
3,raid5,64,ahead,write-back,direct,0,64,1024,7,cfq,2048,1,16,journal_data,barrier,relatime,diratime,no_64bit,dir_index,no_dir_nlink,extent,no_extra_isize,ext_attr,no_filetype,flex_bg,16,no_huge_file,no_sparse_super2,mmp,no_resize_inode,no_sparse_super,uninit_bg,2048,4194304,0,packed_meta_blocks,noacl,oldalloc,user_xattr,2,no_journal_checksum,nodelalloc,30000,240000,2,auto_da_alloc,discard,dioread_lock,i_version,2,1,80,32768,0,12,nobh,333,30000,250,200,1,333,0,128,32,6
1,raid0,64,normal,write-thru,direct,16,8,2048,5,noop,4096,4,256,journal_data_writeback,barrier,relatime,nodiratime,64bit,no_dir_index,dir_nlink,extent,extra_isize,no_ext_attr,filetype,flex_bg,512,no_huge_file,sparse_super2,no_mmp,no_resize_inode,sparse_super,no_uninit_bg,1024,262144,0,no_packed_meta_blocks,noacl,orlov,user_xattr,40,no_journal_checksum,delalloc,60000,3800,1,noauto_da_alloc,nodiscard,dioread_nolock,noi_version,5,3,95,128,65536,24,bh,3,1000,0,500,1,0,1,128,32,3
2,raid1,512,normal,write-thru,direct,16,128,1024,1,deadline,4096,4,8,journal_data,no_barrier,relatime,diratime,no_64bit,no_dir_index,dir_nlink,extent,extra_isize,ext_attr,no_filetype,no_flex_bg,8,no_huge_file,sparse_super2,mmp,no_resize_inode,no_sparse_super,uninit_bg,256,4194304,0,no_packed_meta_blocks,noacl,orlov,user_xattr,10,journal_checksum,delalloc,240000,240000,3,auto_da_alloc,nodiscard,dioread_lock,i_version,3,30,90,0,2048,28,nobh,333,30000,30,700,0,33,1,64,0,1
5,raid0,512,ahead,write-back,direct,8,2048,4096,1,cfq,2048,512,512,journal_data,no_barrier,strictatime,diratime,no_64bit,dir_index,dir_nlink,no_extent,extra_isize,ext_attr,no_filetype,flex_bg,512,no_huge_file,no_sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,256,262144,2,packed_meta_blocks,noacl,orlov,nouser_xattr,80,no_journal_checksum,nodelalloc,15000,1900,2,noauto_da_alloc,discard,dioread_lock,noi_version,4,15,0,8192,128,20,nobh,1,100000,125,200,1,1,0,32,128,0
4,raid10,512,ahead,write-thru,direct,128,512,8192,5,cfq,1024,256,256,journal_data_writeback,barrier,noatime,diratime,64bit,dir_index,dir_nlink,extent,extra_isize,no_ext_attr,no_filetype,flex_bg,16,huge_file,no_sparse_super2,no_mmp,no_resize_inode,no_sparse_super,uninit_bg,128,16777216,0,no_packed_meta_blocks,noacl,orlov,nouser_xattr,20,journal_async_commit,nodelalloc,7500,60000,6,noauto_da_alloc,discard,dioread_lock,noi_version,3,15,95,128,128,32,bh,3,3000,100000,900,0,100,2,32,8,1
8,raid00,128,normal,write-thru,direct,16,3072,8192,2,deadline,4096,64,128,journal_data,no_barrier,noatime,diratime,64bit,no_dir_index,dir_nlink,extent,extra_isize,no_ext_attr,no_filetype,flex_bg,16,no_huge_file,sparse_super2,no_mmp,resize_inode,sparse_super,no_uninit_bg,256,4194304,1,no_packed_meta_blocks,noacl,unspecified,nouser_xattr,2,no_journal_checksum,nodelalloc,0,1000,6,noauto_da_alloc,discard,dioread_nolock,i_version,7,2,0,24,8192,2,nobh,1000,1000,30000,800,1,1,0,32,128,2
3,raid6,64,normal,write-back,direct,32,16,2048,2,deadline,4096,512,512,journal_data,barrier,strictatime,diratime,no_64bit,dir_index,no_dir_nlink,extent,no_extra_isize,ext_attr,no_filetype,flex_bg,4,huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,no_uninit_bg,1024,1048576,0,packed_meta_blocks,noacl,unspecified,user_xattr,40,journal_checksum,delalloc,240000,0,3,auto_da_alloc,nodiscard,dioread_nolock,noi_version,15,7,99,2048,65536,20,bh,10,1000,10000,-1,0,333,2,32,64,4
5,raid6,64,ahead,write-back,direct,.5,32,8192,7,cfq,4096,64,64,journal_data_writeback,no_barrier,noatime,diratime,64bit,no_dir_index,no_dir_nlink,extent,extra_isize,no_ext_attr,no_filetype,flex_bg,32,no_huge_file,no_sparse_super2,mmp,no_resize_inode,no_sparse_super,uninit_bg,512,16384,0,packed_meta_blocks,noacl,oldalloc,user_xattr,1,no_journal_checksum,delalloc,120000,3800,3,auto_da_alloc,nodiscard,dioread_lock,noi_version,10,2,80,512,8192,32,bh,33,100,4000,1000,1,3,1,32,64,6
8,raid60,128,ahead,write-back,cached,4,512,3072,4,noop,4096,8,256,journal_data_writeback,barrier,strictatime,diratime,no_64bit,dir_index,no_dir_nlink,extent,no_extra_isize,ext_attr,no_filetype,flex_bg,4,huge_file,no_sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,4096,4194304,0,no_packed_meta_blocks,noacl,orlov,nouser_xattr,3,journal_checksum,delalloc,1000,240000,7,auto_da_alloc,discard,dioread_nolock,noi_version,30,5,1,24,32768,28,nobh,1,3000,100000,100,1,10,1,64,128,6
6,raid1,128,normal,write-thru,direct,4,1024,8192,6,deadline,1024,16,64,journal_data,barrier,strictatime,nodiratime,no_64bit,dir_index,no_dir_nlink,extent,no_extra_isize,ext_attr,filetype,flex_bg,256,huge_file,sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,128,16384,2,no_packed_meta_blocks,noacl,oldalloc,nouser_xattr,2,journal_async_commit,delalloc,3800,60000,0,auto_da_alloc,nodiscard,dioread_lock,noi_version,1,1,30,24,2048,32,nobh,100,300,10000,300,0,1000,1,32,32,3
2,raid00,128,normal,write-thru,cached,.125,256,1024,3,noop,4096,8,64,journal_data_ordered,no_barrier,relatime,nodiratime,64bit,dir_index,dir_nlink,extent,no_extra_isize,no_ext_attr,filetype,no_flex_bg,64,huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,128,65536,2,no_packed_meta_blocks,acl,unspecified,nouser_xattr,80,journal_async_commit,nodelalloc,240000,1000,6,auto_da_alloc,discard,dioread_nolock,i_version,20,30,3,8192,512,8,bh,10,300,2000,500,1,10,0,64,16,1
5,raid6,256,ahead,write-thru,cached,64,1024,2048,1,deadline,4096,256,512,journal_data_ordered,no_barrier,strictatime,nodiratime,no_64bit,dir_index,no_dir_nlink,extent,extra_isize,no_ext_attr,filetype,flex_bg,256,no_huge_file,sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,1024,16777216,0,packed_meta_blocks,noacl,orlov,nouser_xattr,1,journal_checksum,nodelalloc,1000,1000,5,noauto_da_alloc,discard,dioread_lock,noi_version,5,5,1,8,8,8,nobh,33,100,250,300,0,0,2,64,8,5
4,raid10,128,ahead,write-thru,direct,.5,8,4096,1,noop,4096,1024,1024,journal_data_ordered,barrier,relatime,nodiratime,64bit,no_dir_index,dir_nlink,extent,no_extra_isize,no_ext_attr,filetype,no_flex_bg,8,huge_file,no_sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,4096,16384,0,no_packed_meta_blocks,acl,orlov,nouser_xattr,40,journal_checksum,delalloc,0,30000,5,noauto_da_alloc,nodiscard,dioread_nolock,i_version,1,20,80,131072,65536,32,nobh,1,3000,500,400,0,100,1,128,32,4
6,raid60,512,ahead,write-thru,direct,2,32,3072,8,noop,2048,32,32,journal_data,barrier,noatime,diratime,no_64bit,dir_index,no_dir_nlink,no_extent,no_extra_isize,ext_attr,filetype,flex_bg,128,no_huge_file,no_sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,2048,65536,2,no_packed_meta_blocks,noacl,oldalloc,nouser_xattr,10,journal_async_commit,delalloc,30000,120000,7,noauto_da_alloc,nodiscard,dioread_lock,noi_version,3,3,0,0,0,1,bh,1000,100000,1000,600,1,333,1,32,16,0
8,raid50,1024,normal,write-thru,direct,0,2048,3072,8,deadline,4096,128,128,journal_data_writeback,no_barrier,noatime,diratime,no_64bit,dir_index,dir_nlink,extent,no_extra_isize,no_ext_attr,no_filetype,flex_bg,256,huge_file,no_sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,2048,16777216,2,no_packed_meta_blocks,acl,unspecified,user_xattr,20,journal_checksum,delalloc,60000,3800,4,noauto_da_alloc,nodiscard,dioread_lock,noi_version,20,4,10,0,128,1,bh,33,300,30000,700,1,3,1,32,64,2
1,raid0,1024,normal,write-thru,direct,8,8,16384,7,noop,4096,1024,1024,journal_data_writeback,barrier,noatime,diratime,no_64bit,dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,no_filetype,flex_bg,128,huge_file,sparse_super2,mmp,resize_inode,sparse_super,no_uninit_bg,4096,16384,2,packed_meta_blocks,acl,oldalloc,nouser_xattr,10,journal_async_commit,nodelalloc,15000,240000,4,auto_da_alloc,nodiscard,dioread_lock,noi_version,15,7,10,24,2048,16,bh,10,10000,500,1000,1,1000,2,64,128,3
8,raid00,256,normal,write-thru,cached,128,3072,8192,6,cfq,2048,1,16,journal_data_ordered,no_barrier,strictatime,diratime,no_64bit,no_dir_index,dir_nlink,no_extent,no_extra_isize,ext_attr,filetype,no_flex_bg,32,no_huge_file,no_sparse_super2,no_mmp,no_resize_inode,no_sparse_super,uninit_bg,128,16777216,1,no_packed_meta_blocks,noacl,oldalloc,user_xattr,3,journal_async_commit,delalloc,1900,120000,3,auto_da_alloc,discard,dioread_lock,noi_version,3,20,50,2048,32768,4,nobh,1,1000,4000,500,1,0,2,32,8,0
5,raid5,1024,ahead,write-thru,direct,2,16,3072,5,noop,2048,16,32,journal_data_writeback,no_barrier,noatime,nodiratime,no_64bit,no_dir_index,dir_nlink,no_extent,no_extra_isize,no_ext_attr,filetype,no_flex_bg,2,no_huge_file,no_sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,256,1048576,2,no_packed_meta_blocks,acl,orlov,nouser_xattr,80,journal_async_commit,delalloc,0,7500,7,auto_da_alloc,nodiscard,dioread_lock,noi_version,2,2,95,32768,24,8,nobh,333,100000,500,-1,0,33,1,32,0,1
7,raid6,512,normal,write-back,cached,16,2048,16384,5,deadline,4096,32,32,journal_data,barrier,noatime,nodiratime,no_64bit,dir_index,no_dir_nlink,extent,no_extra_isize,ext_attr,no_filetype,flex_bg,64,no_huge_file,no_sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,512,1048576,1,no_packed_meta_blocks,noacl,unspecified,nouser_xattr,1,no_journal_checksum,nodelalloc,7500,120000,5,auto_da_alloc,nodiscard,dioread_nolock,i_version,30,10,3,131072,32768,12,nobh,3,100,0,900,1,33,2,64,32,2
2,raid1,256,normal,write-thru,cached,8,256,8192,3,noop,4096,64,128,journal_data_ordered,no_barrier,relatime,nodiratime,64bit,dir_index,dir_nlink,extent,no_extra_isize,ext_attr,no_filetype,flex_bg,8,no_huge_file,sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,2048,16777216,1,no_packed_meta_blocks,acl,oldalloc,nouser_xattr,20,journal_async_commit,delalloc,120000,0,4,noauto_da_alloc,discard,dioread_lock,noi_version,4,1,99,512,131072,28,bh,333,100,500,0,0,1,2,128,128,6
6,raid60,64,ahead,write-back,direct,.5,64,3072,2,cfq,4096,128,128,journal_data,no_barrier,noatime,nodiratime,no_64bit,dir_index,dir_nlink,no_extent,no_extra_isize,no_ext_attr,no_filetype,no_flex_bg,4,huge_file,sparse_super2,no_mmp,no_resize_inode,sparse_super,no_uninit_bg,256,65536,1,no_packed_meta_blocks,acl,unspecified,user_xattr,2,no_journal_checksum,nodelalloc,1900,0,7,noauto_da_alloc,discard,dioread_nolock,i_version,7,20,50,65536,65536,8,bh,100,10000,125,400,0,0,1,128,64,5
4,raid0,128,ahead,write-thru,cached,2,512,2048,4,noop,1024,1024,1024,journal_data,barrier,strictatime,nodiratime,no_64bit,dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,filetype,flex_bg,64,huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,128,262144,0,packed_meta_blocks,noacl,oldalloc,nouser_xattr,80,journal_async_commit,delalloc,1900,240000,6,noauto_da_alloc,discard,dioread_lock,noi_version,5,4,10,128,8192,2,bh,3,1000,2000,200,0,3,0,64,8,4
3,raid6,128,normal,write-thru,cached,2,128,2048,6,cfq,2048,4,32,journal_data,no_barrier,strictatime,diratime,64bit,dir_index,no_dir_nlink,extent,extra_isize,no_ext_attr,no_filetype,flex_bg,32,no_huge_file,no_sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,2048,4194304,2,packed_meta_blocks,noacl,oldalloc,user_xattr,5,journal_async_commit,nodelalloc,7500,1900,1,noauto_da_alloc,nodiscard,dioread_lock,i_version,7,4,80,24,512,20,bh,100,100000,30,800,1,33,2,64,16,4
7,raid0,256,ahead,write-back,direct,0,3072,1024,8,deadline,4096,256,256,journal_data_ordered,no_barrier,strictatime,nodiratime,64bit,no_dir_index,dir_nlink,extent,extra_isize,ext_attr,filetype,flex_bg,64,no_huge_file,no_sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,128,16384,0,packed_meta_blocks,acl,oldalloc,nouser_xattr,40,no_journal_checksum,delalloc,3800,1900,7,auto_da_alloc,nodiscard,dioread_nolock,noi_version,3,7,1,512,24,1,bh,10,1000,250,300,1,10,1,32,32,4
8,raid60,128,normal,write-back,direct,32,8,4096,3,cfq,4096,2,64,journal_data_ordered,no_barrier,strictatime,nodiratime,64bit,no_dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,no_filetype,no_flex_bg,512,no_huge_file,no_sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,4096,262144,1,no_packed_meta_blocks,acl,unspecified,nouser_xattr,2,no_journal_checksum,delalloc,30000,30000,3,auto_da_alloc,nodiscard,dioread_lock,i_version,5,2,30,128,131072,12,bh,33,300,30,600,0,100,1,128,8,0
8,raid60,1024,ahead,write-thru,direct,.125,32,8192,4,cfq,2048,64,512,journal_data,no_barrier,noatime,nodiratime,64bit,no_dir_index,no_dir_nlink,extent,extra_isize,ext_attr,no_filetype,flex_bg,4,no_huge_file,sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,1024,262144,1,packed_meta_blocks,noacl,oldalloc,user_xattr,20,no_journal_checksum,nodelalloc,60000,15000,6,auto_da_alloc,discard,dioread_lock,i_version,4,1,90,32768,24,24,bh,1,100000,1000,700,0,1000,2,64,32,6
1,raid0,1024,ahead,write-thru,direct,128,256,1024,7,deadline,4096,256,512,journal_data_ordered,barrier,noatime,diratime,no_64bit,dir_index,dir_nlink,extent,no_extra_isize,no_ext_attr,filetype,flex_bg,16,huge_file,no_sparse_super2,mmp,no_resize_inode,no_sparse_super,no_uninit_bg,2048,16777216,0,packed_meta_blocks,noacl,orlov,nouser_xattr,5,journal_checksum,delalloc,30000,60000,2,auto_da_alloc,nodiscard,dioread_nolock,i_version,1,10,99,0,131072,8,bh,1000,100,2000,100,0,333,0,32,0,7
4,raid6,256,ahead,write-back,direct,.125,128,2048,1,cfq,1024,1,16,journal_data,barrier,strictatime,nodiratime,64bit,dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,filetype,flex_bg,4,huge_file,sparse_super2,no_mmp,no_resize_inode,sparse_super,no_uninit_bg,512,1048576,0,no_packed_meta_blocks,acl,unspecified,nouser_xattr,40,journal_async_commit,delalloc,1900,7500,7,auto_da_alloc,nodiscard,dioread_lock,i_version,10,5,0,8192,128,16,bh,3,10000,100000,0,1,10,1,128,128,3
3,raid5,512,normal,write-thru,cached,.5,16,4096,4,deadline,4096,512,1024,journal_data,barrier,strictatime,diratime,64bit,dir_index,dir_nlink,extent,extra_isize,no_ext_attr,no_filetype,flex_bg,2,huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,uninit_bg,4096,65536,0,packed_meta_blocks,acl,unspecified,user_xattr,1,journal_async_commit,nodelalloc,3800,1000,1,noauto_da_alloc,nodiscard,dioread_nolock,noi_version,5,3,90,8,2048,32,bh,10,30000,30000,900,1,1000,2,64,16,5
3,raid5,64,ahead,write-thru,direct,32,64,16384,4,cfq,4096,128,128,journal_data_ordered,barrier,relatime,nodiratime,no_64bit,dir_index,no_dir_nlink,extent,extra_isize,ext_attr,no_filetype,flex_bg,64,no_huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,512,4194304,0,packed_meta_blocks,noacl,orlov,nouser_xattr,2,no_journal_checksum,delalloc,1000,30000,0,noauto_da_alloc,discard,dioread_nolock,noi_version,1,15,95,0,0,24,nobh,33,3000,4000,-1,0,3,1,64,0,3
4,raid00,256,normal,write-thru,direct,64,64,16384,8,cfq,2048,2,8,journal_data_writeback,no_barrier,noatime,diratime,no_64bit,no_dir_index,dir_nlink,no_extent,no_extra_isize,ext_attr,no_filetype,flex_bg,128,no_huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,uninit_bg,1024,1048576,2,no_packed_meta_blocks,noacl,oldalloc,nouser_xattr,5,journal_async_commit,nodelalloc,240000,15000,7,noauto_da_alloc,nodiscard,dioread_lock,i_version,2,3,30,131072,128,28,nobh,1,1000,30,400,1,1,2,64,128,5
4,raid1,128,ahead,write-back,cached,128,8,8192,8,cfq,4096,4,16,journal_data,barrier,relatime,diratime,no_64bit,dir_index,dir_nlink,no_extent,no_extra_isize,ext_attr,filetype,flex_bg,32,huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,128,262144,0,packed_meta_blocks,noacl,oldalloc,nouser_xattr,80,journal_checksum,delalloc,1000,15000,6,auto_da_alloc,nodiscard,dioread_nolock,i_version,4,10,1,24,8,8,nobh,3,10000,0,200,1,100,2,64,64,2
5,raid5,256,normal,write-back,direct,64,512,16384,4,cfq,1024,16,256,journal_data_writeback,barrier,relatime,nodiratime,no_64bit,dir_index,dir_nlink,extent,extra_isize,ext_attr,no_filetype,no_flex_bg,8,huge_file,sparse_super2,no_mmp,resize_inode,sparse_super,no_uninit_bg,256,16777216,0,no_packed_meta_blocks,noacl,unspecified,user_xattr,10,no_journal_checksum,nodelalloc,7500,3800,5,noauto_da_alloc,discard,dioread_lock,i_version,1,7,0,2048,24,2,nobh,333,300,125,500,1,333,0,32,0,5
2,raid00,128,normal,write-back,direct,8,128,1024,8,noop,4096,16,16,journal_data_ordered,barrier,noatime,nodiratime,64bit,dir_index,no_dir_nlink,extent,no_extra_isize,ext_attr,no_filetype,flex_bg,512,no_huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,256,4194304,1,packed_meta_blocks,acl,unspecified,user_xattr,1,journal_checksum,nodelalloc,60000,60000,3,auto_da_alloc,nodiscard,dioread_lock,noi_version,7,5,1,131072,0,1,nobh,1000,100000,4000,700,0,1,1,64,32,1
2,raid00,1024,normal,write-thru,cached,.5,256,4096,3,noop,4096,2,8,journal_data_ordered,no_barrier,strictatime,nodiratime,no_64bit,no_dir_index,no_dir_nlink,no_extent,no_extra_isize,ext_attr,filetype,flex_bg,4,huge_file,sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,4096,65536,1,no_packed_meta_blocks,acl,orlov,user_xattr,5,no_journal_checksum,delalloc,60000,240000,2,auto_da_alloc,nodiscard,dioread_nolock,i_version,20,2,30,65536,0,20,nobh,333,10000,10000,800,0,0,1,64,0,0
1,raid0,1024,ahead,write-back,cached,4,32,1024,1,deadline,4096,8,16,journal_data,no_barrier,strictatime,diratime,no_64bit,dir_index,no_dir_nlink,no_extent,extra_isize,ext_attr,filetype,no_flex_bg,2,huge_file,sparse_super2,mmp,no_resize_inode,no_sparse_super,uninit_bg,512,1048576,1,no_packed_meta_blocks,noacl,oldalloc,user_xattr,1,no_journal_checksum,delalloc,120000,1900,6,noauto_da_alloc,nodiscard,dioread_nolock,noi_version,2,15,10,128,512,28,nobh,33,30000,125,1000,0,100,1,128,64,2
7,raid0,1024,normal,write-thru,cached,.5,3072,3072,4,deadline,4096,4,128,journal_data_writeback,no_barrier,strictatime,nodiratime,no_64bit,dir_index,dir_nlink,extent,extra_isize,no_ext_attr,filetype,flex_bg,128,huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,128,16777216,1,no_packed_meta_blocks,acl,orlov,user_xattr,80,journal_async_commit,delalloc,15000,0,0,noauto_da_alloc,nodiscard,dioread_lock,i_version,15,4,10,32768,512,4,nobh,33,30000,100000,600,0,333,0,32,128,0
3,raid0,1024,ahead,write-back,cached,16,1024,8192,7,cfq,4096,8,256,journal_data_writeback,no_barrier,strictatime,diratime,no_64bit,dir_index,no_dir_nlink,extent,extra_isize,no_ext_attr,filetype,flex_bg,256,no_huge_file,sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,256,65536,2,packed_meta_blocks,acl,oldalloc,user_xattr,3,journal_async_commit,delalloc,7500,15000,3,auto_da_alloc,discard,dioread_lock,noi_version,10,7,3,65536,8,12,bh,10,10000,1000,0,1,1,0,32,0,3
6,raid50,512,ahead,write-thru,direct,2,64,16384,5,deadline,4096,1024,1024,journal_data_writeback,barrier,strictatime,diratime,no_64bit,no_dir_index,no_dir_nlink,extent,extra_isize,ext_attr,filetype,no_flex_bg,16,huge_file,sparse_super2,mmp,no_resize_inode,no_sparse_super,no_uninit_bg,2048,65536,0,no_packed_meta_blocks,noacl,orlov,nouser_xattr,40,no_journal_checksum,delalloc,240000,60000,1,auto_da_alloc,discard,dioread_nolock,noi_version,30,7,50,32768,131072,20,nobh,1000,300,250,100,1,0,1,32,16,1
8,raid50,128,ahead,write-thru,cached,16,2048,2048,1,cfq,1024,64,512,journal_data_ordered,no_barrier,noatime,diratime,no_64bit,dir_index,no_dir_nlink,no_extent,extra_isize,ext_attr,no_filetype,flex_bg,2,no_huge_file,sparse_super2,no_mmp,resize_inode,sparse_super,no_uninit_bg,1024,65536,2,no_packed_meta_blocks,noacl,unspecified,nouser_xattr,3,journal_async_commit,nodelalloc,1000,7500,0,noauto_da_alloc,discard,dioread_lock,i_version,15,1,30,8192,65536,4,bh,100,100,250,900,0,333,2,32,16,6
1,raid0,512,ahead,write-back,direct,32,256,4096,2,noop,1024,1,32,journal_data_ordered,no_barrier,strictatime,nodiratime,no_64bit,no_dir_index,dir_nlink,no_extent,no_extra_isize,ext_attr,filetype,flex_bg,16,huge_file,sparse_super2,mmp,resize_inode,sparse_super,no_uninit_bg,128,16777216,2,packed_meta_blocks,acl,unspecified,user_xattr,40,journal_async_commit,delalloc,60000,120000,7,auto_da_alloc,discard,dioread_lock,i_version,5,30,90,512,8192,4,nobh,1000,30000,125,-1,1,10,2,128,128,6
7,raid6,256,normal,write-thru,cached,64,1024,1024,3,cfq,2048,8,16,journal_data_ordered,no_barrier,strictatime,nodiratime,no_64bit,dir_index,dir_nlink,no_extent,no_extra_isize,no_ext_attr,no_filetype,flex_bg,128,huge_file,no_sparse_super2,no_mmp,resize_inode,sparse_super,no_uninit_bg,1024,4194304,2,packed_meta_blocks,acl,orlov,user_xattr,20,journal_async_commit,nodelalloc,60000,0,2,noauto_da_alloc,discard,dioread_lock,i_version,10,10,95,8,32768,20,bh,33,300,500,200,1,3,1,64,16,3
4,raid10,512,ahead,write-back,direct,16,32,8192,5,cfq,2048,1,8,journal_data_ordered,barrier,noatime,nodiratime,no_64bit,no_dir_index,no_dir_nlink,extent,no_extra_isize,ext_attr,no_filetype,flex_bg,16,huge_file,sparse_super2,no_mmp,resize_inode,sparse_super,no_uninit_bg,1024,262144,2,no_packed_meta_blocks,noacl,orlov,nouser_xattr,1,journal_checksum,delalloc,120000,30000,4,noauto_da_alloc,discard,dioread_lock,i_version,15,20,1,8,2048,12,bh,3,300,2000,400,0,1000,0,64,64,2
4,raid5,64,ahead,write-back,cached,0,8,1024,3,noop,4096,64,64,journal_data_writeback,barrier,strictatime,nodiratime,no_64bit,no_dir_index,dir_nlink,no_extent,extra_isize,no_ext_attr,filetype,flex_bg,2,huge_file,no_sparse_super2,no_mmp,no_resize_inode,no_sparse_super,no_uninit_bg,128,16384,0,no_packed_meta_blocks,acl,orlov,user_xattr,10,no_journal_checksum,delalloc,15000,1900,1,noauto_da_alloc,nodiscard,dioread_nolock,noi_version,20,15,95,8,65536,2,nobh,1,3000,0,700,1,10,0,128,32,5
5,raid6,128,ahead,write-thru,cached,128,512,16384,2,deadline,4096,128,128,journal_data,barrier,relatime,nodiratime,no_64bit,no_dir_index,no_dir_nlink,no_extent,extra_isize,no_ext_attr,no_filetype,flex_bg,512,no_huge_file,sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,4096,262144,2,no_packed_meta_blocks,acl,unspecified,nouser_xattr,3,no_journal_checksum,delalloc,3800,240000,1,noauto_da_alloc,discard,dioread_nolock,noi_version,4,10,80,8192,2048,24,bh,1000,300,100000,300,0,100,0,128,8,4
4,raid10,512,normal,write-thru,cached,0,512,2048,2,cfq,4096,512,512,journal_data,no_barrier,noatime,diratime,64bit,no_dir_index,no_dir_nlink,extent,extra_isize,ext_attr,no_filetype,no_flex_bg,256,huge_file,no_sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,1024,16777216,2,no_packed_meta_blocks,noacl,unspecified,user_xattr,1,journal_checksum,delalloc,240000,7500,0,noauto_da_alloc,nodiscard,dioread_lock,i_version,15,30,99,131072,32768,16,nobh,1,100,1000,500,1,33,0,64,32,6
7,raid0,256,normal,write-back,direct,32,3072,4096,6,cfq,1024,8,1024,journal_data,barrier,strictatime,diratime,no_64bit,no_dir_index,dir_nlink,no_extent,no_extra_isize,no_ext_attr,filetype,flex_bg,256,huge_file,sparse_super2,no_mmp,no_resize_inode,no_sparse_super,uninit_bg,1024,1048576,1,packed_meta_blocks,noacl,unspecified,nouser_xattr,2,journal_checksum,delalloc,120000,60000,5,noauto_da_alloc,nodiscard,dioread_lock,i_version,3,5,90,0,2048,2,bh,10,300,0,800,1,33,1,64,16,0
